manager_id,first_name,last_name,email,phone,hire_date,seniority_level
36,Jordan,Thomas,mgr36_thompsoncharles@example.net,0512295916,2024-07-22,Mid
37,Jeremiah,Perry,mgr37_davidsexton@example.com,0522576734,2022-02-28,Junior
38,Mark,Cook,mgr38_brittanygardner@example.com,0582989738,2021-11-18,Senior
39,Brendan,Phillips,mgr39_ryannorris@example.net,0520752374,2024-10-14,Junior
40,Regina,Medina,mgr40_walkermarie@example.com,0524975640,2023-12-15,Executive
41,Thomas,Kline,mgr41_ehernandez@example.net,0540680737,2025-07-17,Executive
42,Emily,Robinson,mgr42_tiffanyharris@example.net,0523683629,2022-11-20,Executive
43,Christina,Bennett,mgr43_sherriabbott@example.org,0567200711,2023-02-14,Senior
44,Erin,Chang,mgr44_daniel21@example.org,0531568270,2024-01-09,Senior
45,Rachel,Casey,mgr45_joseph48@example.com,0556638280,2022-08-29,Junior
46,Stephen,Jenkins,mgr46_cball@example.net,0554091770,2023-07-24,Executive
47,Jessica,Richards,mgr47_cummingsjoseph@example.com,0598379873,2024-04-16,Executive
48,Jeremy,Johnson,mgr48_wayne21@example.org,0585718185,2024-11-26,Junior
49,Sarah,Christensen,mgr49_sandra49@example.org,0500992681,2021-07-23,Mid
50,Barbara,Diaz,mgr50_acevedomichael@example.com,0544353861,2023-06-02,Senior
51,Margaret,Lambert,mgr51_karen06@example.com,0570059958,2022-12-04,Junior
52,Seth,Reyes,mgr52_michaelfernandez@example.org,0594493236,2024-11-16,Senior
53,Michael,Neal,mgr53_carl13@example.net,0526741521,2025-06-23,Junior
54,David,Conner,mgr54_curtis96@example.com,0567653479,2021-10-30,Junior
55,Wendy,King,mgr55_johnsonjeffrey@example.org,0543162144,2025-01-18,Executive
56,Stacie,Davis,mgr56_wrobles@example.org,0573654144,2024-02-27,Senior
57,Brenda,Garcia,mgr57_donna41@example.net,0519506814,2023-06-29,Executive
58,Janet,Esparza,mgr58_coopercarrie@example.net,0515119021,2023-07-04,Executive
59,Michael,Werner,mgr59_ashleycastillo@example.org,0581362865,2022-07-29,Junior
60,Philip,Garrison,mgr60_yturner@example.net,0500770291,2022-10-15,Senior
61,Katie,Roth,mgr61_ljarvis@example.org,0588434868,2025-12-25,Executive
62,Catherine,Mendez,mgr62_brayjohn@example.com,0573565453,2025-06-25,Executive
63,Ryan,Jackson,mgr63_kjones@example.net,0520088305,2021-05-28,Mid
64,Mary,Ramos,mgr64_millerjames@example.org,0580720268,2025-06-10,Senior
65,Patrick,Jones,mgr65_nelsonmelissa@example.com,0573264125,2026-02-13,Executive
66,Mary,Carr,mgr66_smithdavid@example.com,0589386960,2023-09-10,Junior
67,Ana,Richard,mgr67_johnsonjared@example.com,0520684106,2022-05-08,Executive
68,Erik,Cooper,mgr68_david09@example.org,0550755259,2021-09-10,Mid
69,Nicole,Richardson,mgr69_apeterson@example.net,0585318522,2023-01-19,Executive
70,Kendra,Love,mgr70_ryanchen@example.net,0518753423,2023-05-16,Executive
71,Thomas,Pugh,mgr71_jacobboyd@example.com,0535449750,2021-09-02,Senior
72,Katherine,Riggs,mgr72_joyce55@example.com,0551197093,2022-02-12,Junior
73,Garrett,Campbell,mgr73_richard60@example.com,0503065127,2025-12-11,Mid
74,Christopher,Ramos,mgr74_ravenperez@example.net,0553604533,2021-05-11,Mid
75,Chad,Sosa,mgr75_millerpaul@example.net,0569000709,2026-04-02,Mid
76,Michael,Yates,mgr76_ramoscolin@example.com,0562411338,2024-01-23,Mid
77,Jennifer,Berry,mgr77_micheleyoung@example.net,0553971137,2024-02-19,Junior
78,Cynthia,Mitchell,mgr78_pwhitehead@example.org,0557321450,2021-08-22,Mid
79,Manuel,Anderson,mgr79_cynthia11@example.com,0514168610,2025-06-06,Executive
80,Ruth,Mcguire,mgr80_alexis36@example.com,0500156902,2021-06-12,Mid
81,Anna,Lee,mgr81_harringtoncody@example.org,0597029042,2022-01-16,Junior
82,Elizabeth,Ray,mgr82_isabellathomas@example.org,0528709683,2022-11-16,Mid
83,Christopher,West,mgr83_anthonydalton@example.com,0530332472,2025-10-22,Executive
84,Lisa,Garcia,mgr84_harringtonmarissa@example.net,0569067447,2024-06-01,Mid
85,Edward,Butler,mgr85_rwhitney@example.org,0564955846,2025-11-26,Senior
86,Eric,Collins,mgr86_eric91@example.net,0591940185,2023-08-20,Executive
87,Krystal,Mccann,mgr87_courtneygarcia@example.com,0507667642,2025-08-14,Mid
88,Amanda,Davis,mgr88_rconway@example.net,0555613150,2024-03-30,Mid
89,Kathleen,Ramos,mgr89_antoniomcpherson@example.net,0577769581,2022-02-19,Senior
90,Jennifer,Hardin,mgr90_christinamurphy@example.net,0596286917,2025-08-22,Mid
91,Adam,Morris,mgr91_peggy82@example.com,0551983949,2023-07-26,Senior
92,Troy,Villa,mgr92_sharon38@example.org,0525189643,2022-03-22,Junior
93,Donna,Villa,mgr93_ericaaguilar@example.com,0554649476,2025-05-24,Senior
94,Kevin,Rodgers,mgr94_aarongilbert@example.net,0551196317,2025-07-02,Senior
95,Kristy,Hall,mgr95_rewing@example.net,0502299805,2025-12-05,Senior
96,Timothy,Banks,mgr96_shafferedward@example.org,0579796168,2022-02-20,Junior
97,Joseph,Howard,mgr97_amber98@example.net,0532132724,2021-09-28,Senior
98,Richard,Rios,mgr98_acevedosean@example.com,0509787683,2024-03-01,Junior
99,Christopher,Campbell,mgr99_barbergregory@example.org,0548108093,2025-11-30,Senior
100,Angela,Banks,mgr100_cmeyer@example.com,0550856167,2026-02-06,Mid
101,Annette,Ruiz,mgr101_kfrazier@example.net,0597954208,2021-11-09,Executive
102,Nicholas,Mullins,mgr102_jacob12@example.org,0516663781,2024-02-04,Executive
103,Timothy,Black,mgr103_cassidy78@example.com,0523289125,2023-10-15,Mid
104,Kimberly,Brown,mgr104_danielle49@example.net,0560948886,2025-07-02,Junior
105,Laurie,Crawford,mgr105_lmendoza@example.net,0532305190,2026-01-27,Senior
106,Timothy,Pratt,mgr106_haasfrank@example.com,0568300084,2023-06-27,Executive
107,Sara,Ferguson,mgr107_natalie35@example.org,0551472734,2022-07-17,Senior
108,Richard,Jones,mgr108_qcraig@example.org,0512074376,2023-07-02,Senior
109,Katie,Thompson,mgr109_jamessummers@example.net,0584071871,2025-12-19,Mid
110,Kara,Martinez,mgr110_igarcia@example.net,0510589005,2025-12-17,Executive
111,Bruce,Harris,mgr111_mark25@example.com,0535584193,2021-06-09,Junior
112,Sean,Reynolds,mgr112_collinsleslie@example.net,0576273640,2024-10-28,Senior
113,Heidi,Miller,mgr113_reevesann@example.org,0556391798,2023-05-04,Executive
114,Russell,Myers,mgr114_evansgabriel@example.com,0543086818,2024-12-09,Executive
115,Phyllis,Yates,mgr115_dwaynedavis@example.org,0595987710,2025-03-05,Executive
116,Miguel,Gallegos,mgr116_nina06@example.com,0528218023,2026-04-07,Junior
117,Daniel,Olsen,mgr117_millsdominique@example.com,0585929471,2022-03-18,Mid
118,Diamond,Price,mgr118_andrew12@example.net,0570572857,2025-06-03,Junior
119,Donald,Ortega,mgr119_michellemitchell@example.org,0543253937,2026-01-28,Junior
120,Gavin,Wilson,mgr120_austin15@example.net,0507726422,2025-03-23,Senior
121,Virginia,Mcguire,mgr121_vchambers@example.com,0548714783,2022-04-22,Mid
122,Marc,Callahan,mgr122_williammartinez@example.net,0523376507,2023-05-27,Senior
123,Matthew,Brown,mgr123_smithlauren@example.org,0529494643,2026-01-20,Senior
124,Lisa,Johnson,mgr124_andreamedina@example.com,0510786085,2022-09-19,Senior
125,Juan,Norris,mgr125_jgonzales@example.org,0560886527,2026-03-02,Executive
126,John,Smith,mgr126_owheeler@example.com,0598608122,2024-08-12,Senior
127,Laurie,Jones,mgr127_joseph77@example.net,0506723677,2025-10-12,Junior
128,Lindsey,Chavez,mgr128_sara96@example.com,0521068230,2025-05-17,Senior
129,Alexis,Chapman,mgr129_deansimmons@example.org,0514787176,2021-08-10,Mid
130,David,Lane,mgr130_hendersonsamuel@example.org,0543101963,2021-05-28,Mid
131,Ashley,Rodriguez,mgr131_powellgregory@example.org,0548838871,2025-08-31,Executive
132,Lauren,Gardner,mgr132_andrewibarra@example.com,0529892953,2023-01-06,Junior
133,Audrey,Turner,mgr133_samuel41@example.com,0593280184,2024-05-12,Executive
134,Kayla,Stephens,mgr134_katrina49@example.org,0598641316,2021-04-24,Mid
135,Stephen,Hansen,mgr135_matthewsjoel@example.org,0584463052,2023-04-28,Junior
136,Michael,Snyder,mgr136_marialarson@example.org,0593057913,2024-11-06,Mid
137,Victor,Brooks,mgr137_castrojonathan@example.net,0532016315,2023-12-15,Executive
138,Raymond,Davis,mgr138_jessicabell@example.net,0595222174,2021-12-17,Executive
139,Andrew,Jacobson,mgr139_ashley91@example.org,0544192449,2023-07-30,Senior
140,Alexander,Moreno,mgr140_petersrobin@example.com,0597572099,2022-11-24,Executive
141,Natasha,Mcdowell,mgr141_linda97@example.org,0537341660,2021-09-16,Senior
142,John,Sanders,mgr142_jreynolds@example.com,0510957232,2024-06-26,Senior
143,Amanda,Morales,mgr143_lgarcia@example.org,0518814690,2022-09-07,Junior
144,Angela,Butler,mgr144_figueroakyle@example.com,0595517320,2025-02-05,Executive
145,Larry,Delgado,mgr145_robertnorton@example.com,0540765404,2023-06-02,Junior
146,Craig,Davis,mgr146_rachelgarner@example.net,0596416546,2022-11-05,Junior
147,Jessica,Hernandez,mgr147_rcline@example.com,0505477458,2021-11-16,Executive
148,Cody,Atkins,mgr148_daltonbradley@example.org,0535596528,2025-10-18,Executive
149,Michael,Miller,mgr149_kelleyjeffrey@example.net,0515766739,2023-03-13,Senior
150,Timothy,White,mgr150_sara31@example.net,0563519860,2025-11-19,Junior
151,Jose,Lewis,mgr151_james70@example.net,0557185271,2022-09-18,Senior
152,James,Figueroa,mgr152_yatesaaron@example.net,0507453627,2024-01-07,Junior
153,Sally,Martinez,mgr153_asmith@example.org,0507756622,2025-12-28,Mid
154,Joel,Brown,mgr154_antoniopratt@example.net,0551404526,2025-12-01,Executive
155,John,Rodriguez,mgr155_christinasanchez@example.net,0532261703,2026-03-16,Junior
156,Daniel,Horne,mgr156_debbie19@example.net,0565078511,2022-07-19,Junior
157,Shelly,Eaton,mgr157_heatherharris@example.com,0554230252,2024-01-12,Mid
158,Jonathan,Phillips,mgr158_robertsdaniel@example.com,0506677360,2021-04-14,Junior
159,Lisa,Johnson,mgr159_johnstevenson@example.org,0519384576,2025-04-07,Junior
160,Abigail,Valdez,mgr160_jasonking@example.org,0591639548,2023-12-30,Junior
161,Brandon,Marshall,mgr161_jeanetteromero@example.org,0532119026,2024-03-18,Junior
162,Anthony,Sanchez,mgr162_ellisjessica@example.com,0576872404,2026-03-31,Executive
163,Jimmy,Figueroa,mgr163_jason05@example.org,0561666391,2025-08-04,Mid
164,Kelli,Smith,mgr164_thomas31@example.org,0542561126,2022-06-01,Executive
165,Raymond,Richards,mgr165_kathleenflowers@example.com,0562574862,2025-09-05,Junior
166,Sharon,Olson,mgr166_lewisshannon@example.com,0523610839,2022-01-24,Executive
167,Whitney,Fox,mgr167_hodgesdale@example.com,0578401100,2023-07-01,Senior
168,Charles,Fisher,mgr168_yjohnson@example.net,0563080080,2021-05-30,Senior
169,Carmen,Harper,mgr169_leejacobs@example.net,0525330968,2022-02-02,Executive
170,Collin,Flores,mgr170_alexander23@example.com,0508411515,2023-06-10,Junior
171,Antonio,Harrington,mgr171_lesterrichard@example.org,0550470746,2024-05-27,Mid
172,Danielle,Williams,mgr172_woodthomas@example.com,0538276890,2021-04-12,Senior
173,Mary,Chung,mgr173_patrick80@example.com,0521342462,2022-08-03,Junior
174,Ethan,King,mgr174_pmcdaniel@example.net,0532593193,2022-03-27,Mid
175,Deborah,Brown,mgr175_catherinesmith@example.net,0525906264,2021-09-12,Senior
176,Jose,Garrett,mgr176_christybowman@example.com,0589811836,2022-04-19,Mid
177,Joseph,Shelton,mgr177_jason46@example.com,0503710710,2025-06-19,Junior
178,Justin,Moore,mgr178_jacob80@example.net,0560224548,2023-05-06,Junior
179,Jennifer,Melendez,mgr179_amandaoconnell@example.org,0575126845,2021-10-25,Mid
180,Dean,Osborne,mgr180_ecoleman@example.com,0596946765,2023-09-07,Junior
181,Lisa,Hobbs,mgr181_campbelljoel@example.com,0574115403,2022-12-20,Mid
182,Amanda,Cantu,mgr182_barnesadam@example.net,0510097835,2022-04-30,Mid
183,Laura,Krueger,mgr183_ybooker@example.com,0544020596,2022-06-04,Executive
184,Jesse,Edwards,mgr184_jeffrey27@example.net,0515311009,2024-06-02,Mid
185,Sherry,Cantrell,mgr185_ycastro@example.com,0554408501,2025-07-04,Mid
186,Matthew,Burke,mgr186_carlosscott@example.org,0536776566,2023-07-23,Senior
187,Rebecca,Gardner,mgr187_williamscourtney@example.com,0511888186,2022-02-12,Senior
188,Brian,Jackson,mgr188_christina87@example.com,0506596114,2023-04-30,Executive
189,Brandon,Lopez,mgr189_pennywilson@example.com,0551283200,2023-04-05,Mid
190,Robert,Brown,mgr190_matthewconley@example.org,0583494234,2024-06-10,Mid
191,Jennifer,Lee,mgr191_paulgreen@example.com,0503692783,2024-11-19,Executive
192,Kyle,Williams,mgr192_piercejoseph@example.com,0585538884,2023-11-15,Junior
193,Todd,Huynh,mgr193_ljohnson@example.org,0546546230,2022-05-29,Executive
194,Veronica,Strickland,mgr194_bryanmercado@example.org,0539099759,2026-01-28,Executive
195,Alexa,Fisher,mgr195_phillipsheather@example.net,0512286984,2025-12-10,Executive
196,Megan,Conner,mgr196_kingjerry@example.org,0517545850,2022-09-04,Mid
197,Cassandra,Rodriguez,mgr197_leejacob@example.org,0569197251,2025-12-06,Junior
198,Jason,Williams,mgr198_crystalhoffman@example.net,0595473157,2021-05-02,Senior
199,James,Reynolds,mgr199_lisa91@example.com,0576808288,2024-06-07,Executive
200,Laura,Taylor,mgr200_nathanwilson@example.com,0519111250,2024-08-21,Mid
201,Aaron,Murray,mgr201_ostewart@example.com,0586742641,2024-11-29,Executive
202,Madeline,Bradford,mgr202_taylormichael@example.org,0591671122,2024-07-27,Executive
203,Joseph,Vazquez,mgr203_daniel21@example.org,0545111063,2024-04-29,Mid
204,Christopher,Cohen,mgr204_robertbarr@example.com,0523180366,2024-10-07,Executive
205,Alexander,Rivera,mgr205_ismith@example.org,0569296006,2025-03-21,Mid
206,Lisa,Zavala,mgr206_tlopez@example.net,0526546682,2023-10-08,Executive
207,Jaclyn,Castillo,mgr207_brianserrano@example.org,0596948151,2025-03-11,Mid
208,Brenda,Swanson,mgr208_james30@example.com,0562774281,2025-01-11,Junior
209,Nicole,Cunningham,mgr209_smithsamuel@example.org,0550331224,2023-08-16,Executive
210,Brandon,Moreno,mgr210_robert59@example.org,0525186498,2026-04-11,Senior
211,Andrew,Long,mgr211_christensenjason@example.com,0564592097,2021-09-29,Senior
212,Paul,Snow,mgr212_kyleestrada@example.net,0530999957,2022-08-25,Senior
213,Antonio,Ayala,mgr213_josephbrewer@example.org,0578855921,2022-02-03,Junior
214,David,Murray,mgr214_dgibson@example.com,0577546845,2023-01-31,Senior
215,Rebecca,Stokes,mgr215_macdonaldjustin@example.org,0554150226,2022-09-06,Junior
216,Savannah,Hickman,mgr216_angela45@example.net,0595717153,2025-05-09,Executive
217,Kelly,Bernard,mgr217_hartangela@example.com,0549676181,2023-08-03,Mid
218,Kimberly,Johnson,mgr218_kimberlyjennings@example.net,0535043517,2022-06-23,Senior
219,Anthony,Sparks,mgr219_royanita@example.com,0582390829,2022-02-28,Mid
220,Dakota,Olson,mgr220_michellesmith@example.net,0502606292,2025-10-07,Executive
221,Heidi,Cruz,mgr221_hernandezjeff@example.com,0585471737,2025-02-14,Senior
222,Manuel,White,mgr222_jamesanderson@example.com,0510830272,2025-11-17,Executive
223,Michael,Rodriguez,mgr223_harpermichael@example.com,0535357914,2026-03-12,Mid
224,Carl,Young,mgr224_kimberlywarren@example.com,0500669794,2025-10-09,Executive
225,Christina,Wells,mgr225_miguel38@example.org,0551904439,2023-10-06,Executive
226,Thomas,Baldwin,mgr226_ymendoza@example.org,0560660570,2024-11-19,Senior
227,Ronald,Miller,mgr227_jenniferking@example.org,0574922996,2021-11-08,Senior
228,Tabitha,Cunningham,mgr228_ujones@example.net,0505108809,2023-04-23,Junior
229,Robert,Barton,mgr229_tonygarcia@example.org,0581886642,2026-01-17,Junior
230,Brandy,Gray,mgr230_rachelwhitaker@example.net,0596669892,2022-12-04,Mid
231,Shari,Mason,mgr231_zmeyers@example.net,0568517161,2022-11-12,Mid
232,Richard,Chapman,mgr232_oreyes@example.com,0566947389,2024-07-13,Junior
233,Christian,Ali,mgr233_charles36@example.com,0581624087,2025-08-21,Mid
234,Sarah,Nelson,mgr234_williamsmary@example.net,0589959847,2023-10-10,Executive
235,Shelly,Johnson,mgr235_cgonzalez@example.com,0543083739,2021-05-18,Executive
236,Amanda,Moore,mgr236_taylorivan@example.com,0568890583,2025-02-28,Mid
237,Heather,Mcdonald,mgr237_espinozajennifer@example.org,0571702023,2024-04-10,Junior
238,Heather,Peterson,mgr238_ywashington@example.org,0512290894,2023-04-16,Senior
239,Joshua,Johnson,mgr239_wardheather@example.com,0536025480,2025-03-12,Mid
240,Gregory,Wright,mgr240_haleysmith@example.net,0574051710,2025-10-23,Junior
241,Kevin,Delgado,mgr241_angela24@example.net,0511831764,2024-07-31,Executive
242,Lynn,Roth,mgr242_john29@example.net,0575646795,2022-12-24,Executive
243,Eric,Cantu,mgr243_matthew19@example.net,0538508357,2021-04-22,Senior
244,Stephanie,Harris,mgr244_ortizgarrett@example.net,0539592480,2022-03-21,Mid
245,Kelly,Burns,mgr245_angel45@example.org,0516736683,2021-06-24,Executive
246,Steven,Williams,mgr246_michelle90@example.org,0587311485,2022-03-03,Junior
247,Nancy,Jones,mgr247_shannon30@example.com,0511474933,2021-12-13,Executive
248,Michelle,Jones,mgr248_kimberly01@example.net,0542484578,2023-11-13,Mid
249,Tyler,Wilkerson,mgr249_casey82@example.org,0507093072,2022-12-28,Senior
250,Felicia,Shelton,mgr250_huberhenry@example.org,0597373939,2023-03-15,Mid
251,Olivia,Peterson,mgr251_evelez@example.org,0508123322,2025-12-24,Mid
252,Susan,Soto,mgr252_jeffreymoss@example.com,0573929434,2026-04-04,Executive
253,Priscilla,Monroe,mgr253_josecampbell@example.org,0581548715,2025-07-03,Junior
254,Javier,Smith,mgr254_hughesjennifer@example.com,0561050859,2024-08-03,Executive
255,Sarah,Phillips,mgr255_michelearellano@example.com,0545998731,2024-02-09,Senior
256,Christian,Parsons,mgr256_wilkinskaren@example.net,0573585147,2023-08-14,Senior
257,James,Wiggins,mgr257_medinarobert@example.com,0581859505,2023-02-10,Junior
258,Brooke,Moore,mgr258_michaelgomez@example.org,0591433469,2022-04-30,Mid
259,David,Gilbert,mgr259_scottjimmy@example.org,0592468233,2024-03-07,Junior
260,Lori,Scott,mgr260_uhanna@example.com,0561871745,2024-02-25,Senior
261,Teresa,Scott,mgr261_davisrobert@example.com,0556517929,2025-12-13,Executive
262,Cameron,Watts,mgr262_fmartinez@example.net,0547194603,2026-01-15,Senior
263,Sarah,Campbell,mgr263_christian50@example.net,0579935218,2022-08-08,Junior
264,Jessica,Flores,mgr264_annettetodd@example.com,0562251839,2023-02-04,Senior
265,Thomas,Carter,mgr265_rebeccagreene@example.net,0531620039,2021-11-22,Mid
266,John,Payne,mgr266_morrisonronald@example.com,0577192001,2023-09-25,Senior
267,Nicole,Griffin,mgr267_ywade@example.org,0516239975,2025-07-18,Junior
268,Melissa,Massey,mgr268_josephphillips@example.org,0557397441,2025-08-01,Junior
269,Susan,Hall,mgr269_stevenjacobson@example.com,0584478381,2023-08-26,Mid
270,Timothy,Hill,mgr270_hessrobin@example.net,0565381391,2022-09-26,Mid
271,Troy,Mitchell,mgr271_uschultz@example.com,0512257572,2021-04-22,Senior
272,Ruth,Adams,mgr272_margaret78@example.com,0552862440,2023-07-04,Executive
273,Stephen,Moore,mgr273_anthonygonzalez@example.com,0582591943,2025-06-01,Mid
274,Angel,Gallegos,mgr274_crystaljackson@example.net,0535366772,2023-02-15,Senior
275,Robert,James,mgr275_allison85@example.org,0532398178,2021-11-19,Junior
276,Michael,Stevens,mgr276_cindyknight@example.org,0598583864,2026-03-15,Junior
277,Derrick,Wong,mgr277_charles86@example.net,0505878490,2021-11-21,Senior
278,William,Ray,mgr278_justinjames@example.org,0555802153,2024-12-27,Executive
279,Jennifer,Green,mgr279_johnsonernest@example.com,0523106160,2022-06-07,Senior
280,Christy,Gomez,mgr280_reedmeredith@example.net,0592359820,2026-01-12,Mid
281,Michael,Blair,mgr281_glennwright@example.org,0507611256,2025-11-26,Executive
282,Tony,Hernandez,mgr282_tyler31@example.net,0598415298,2025-08-01,Executive
283,Brandon,Ryan,mgr283_sabrinabaker@example.org,0585978120,2025-03-09,Executive
284,Thomas,Stanley,mgr284_thorntonbrian@example.org,0575418397,2022-02-19,Junior
285,Megan,Hall,mgr285_belinda76@example.com,0565892714,2021-06-04,Mid
286,Amanda,Hahn,mgr286_ramirezrachel@example.net,0598692000,2022-04-25,Junior
287,Brad,Obrien,mgr287_leah09@example.net,0551401765,2025-05-26,Junior
288,Angela,Edwards,mgr288_russomaria@example.net,0581640226,2022-12-31,Senior
289,Sean,Wright,mgr289_joshua31@example.net,0585190334,2023-12-30,Junior
290,Jessica,Wright,mgr290_dsanchez@example.com,0597698354,2026-04-07,Senior
291,James,Barton,mgr291_greeneleah@example.net,0544608099,2023-09-27,Senior
292,Douglas,Simmons,mgr292_william14@example.net,0536635985,2022-02-11,Executive
293,Daniel,Ramos,mgr293_james11@example.net,0577526292,2024-07-24,Mid
294,Tom,Jones,mgr294_franksmith@example.com,0572579596,2022-10-22,Mid
295,Natalie,Sparks,mgr295_lambcharles@example.net,0565217278,2022-05-19,Mid
296,Andres,Ford,mgr296_vshah@example.com,0593089191,2022-05-03,Junior
297,David,Martin,mgr297_elizabethbarron@example.com,0590357172,2024-11-03,Mid
298,Robert,Holmes,mgr298_robertmalone@example.org,0546434895,2026-01-07,Senior
299,Kayla,Brewer,mgr299_mmullins@example.org,0506966400,2023-05-24,Executive
300,Sarah,Navarro,mgr300_hmaldonado@example.net,0587814217,2024-01-03,Executive
301,Alexandra,Cooper,mgr301_tlindsey@example.com,0597377132,2021-08-05,Executive
302,Samantha,Tyler,mgr302_donnacarter@example.com,0529247444,2022-10-25,Senior
303,Brian,Rios,mgr303_zblanchard@example.net,0527016536,2021-04-25,Junior
304,Kimberly,Snyder,mgr304_michaelhector@example.org,0527023259,2025-04-16,Junior
305,Jonathan,Clark,mgr305_williamsalbert@example.net,0567404837,2024-06-06,Mid
306,Joseph,Wilcox,mgr306_hartsean@example.com,0520529137,2025-06-06,Junior
307,Angela,Hernandez,mgr307_mark24@example.net,0583187957,2024-01-05,Senior
308,Joseph,Walsh,mgr308_hharris@example.net,0557922276,2022-03-23,Mid
309,John,Taylor,mgr309_bethmcdowell@example.com,0518558378,2023-05-01,Senior
310,Angela,Rivera,mgr310_vorr@example.net,0566549983,2021-04-25,Mid
311,Brittney,Flores,mgr311_tylersmith@example.com,0580827139,2021-09-07,Senior
312,Theresa,Sheppard,mgr312_benjamin88@example.net,0553309826,2023-08-13,Mid
313,Brandon,Tanner,mgr313_sonyawilliamson@example.org,0579376170,2022-03-22,Mid
314,Melanie,Peterson,mgr314_pamela03@example.net,0501861940,2022-12-01,Junior
315,Ronald,Lutz,mgr315_vincent81@example.com,0534083642,2024-11-20,Executive
316,Austin,Stephenson,mgr316_dwolfe@example.org,0582649039,2025-03-26,Executive
317,Jordan,Chambers,mgr317_montestrevor@example.net,0560031449,2023-06-17,Executive
318,Jeffrey,Wright,mgr318_fbradley@example.org,0572014209,2024-01-09,Junior
319,Katherine,Thompson,mgr319_rogerssara@example.org,0520874453,2024-08-18,Executive
320,Richard,Rivera,mgr320_seanbaldwin@example.net,0515826717,2022-11-21,Mid
321,Kristin,Mckay,mgr321_johnsonjames@example.com,0560784902,2022-11-24,Executive
322,Marcus,Marquez,mgr322_amanda43@example.org,0576653127,2022-08-25,Junior
323,Allen,Lester,mgr323_brian26@example.net,0579584043,2024-03-05,Mid
324,Edward,Bishop,mgr324_robinsontravis@example.org,0534161507,2022-02-13,Executive
325,Angela,Bailey,mgr325_phernandez@example.org,0502582503,2024-10-08,Senior
326,Holly,Wright,mgr326_popejoshua@example.net,0592746872,2021-05-28,Mid
327,Christopher,Lynn,mgr327_joshua24@example.net,0566504945,2023-04-04,Junior
328,Margaret,Salazar,mgr328_joshuahouse@example.net,0586360161,2022-10-25,Senior
329,Amy,Edwards,mgr329_john32@example.org,0538471756,2024-09-30,Senior
330,Rita,Taylor,mgr330_amandalara@example.net,0532688580,2024-05-10,Executive
